start,end,line,unformatted,remainder,prev_remainder,prev_unformatted,token
272.623,272.99,0,あいのちいさなうたは,たは,は,あいのちいさなうたは,た
272.089,272.623,0,あいのちいさなうたは,うたは,たは,あいのちいさなうたは,う
271.622,272.089,0,あいのちいさなうたは,なうたは,うたは,あいのちいさなうたは,な
269.653,271.622,0,あいのちいさなうたは,さなうたは,なうたは,あいのちいさなうたは,さ
269.286,269.653,0,あいのちいさなうたは,いさなうたは,さなうたは,あいのちいさなうたは,い
268.852,269.286,0,あいのちいさなうたは,ちいさなうたは,いさなうたは,あいのちいさなうたは,ち
268.385,268.852,0,あいのちいさなうたは,のちいさなうたは,ちいさなうたは,あいのちいさなうたは,の
268.218,268.385,0,あいのちいさなうたは,いのちいさなうたは,のちいさなうたは,あいのちいさなうたは,い
268.051,268.218,0,あいのちいさなうたは,あいのちいさなうたは,いのちいさなうたは,あいのちいさなうたは,あ
89.006,92.076,0,あいのちいさなうたは,は,あいのちいさなうたは,あいのちいさなうたは,は
88.672,89.006,0,あいのちいさなうたは,たは,は,あいのちいさなうたは,た
88.172,88.672,0,あいのちいさなうたは,うたは,たは,あいのちいさなうたは,う
87.671,88.172,0,あいのちいさなうたは,なうたは,うたは,あいのちいさなうたは,な
85.702,87.671,0,あいのちいさなうたは,さなうたは,なうたは,あいのちいさなうたは,さ
85.402,85.702,0,あいのちいさなうたは,いさなうたは,さなうたは,あいのちいさなうたは,い
84.868,85.402,0,あいのちいさなうたは,ちいさなうたは,いさなうたは,あいのちいさなうたは,ち
84.401,84.868,0,あいのちいさなうたは,のちいさなうたは,ちいさなうたは,あいのちいさなうたは,の
84.234,84.401,0,あいのちいさなうたは,いのちいさなうたは,のちいさなうたは,あいのちいさなうたは,い
84.034,84.234,0,あいのちいさなうたは,あいのちいさなうたは,いのちいさなうたは,あいのちいさなうたは,あ
185.736,186.17,0,あいのちいさなうたよ,よ,あいのちいさなうたは,あいのちいさなうたは,よ
185.602,185.736,0,あいのちいさなうたよ,たよ,よ,あいのちいさなうたよ,た
185.402,185.602,0,あいのちいさなうたよ,うたよ,たよ,あいのちいさなうたよ,う
184.101,185.402,0,あいのちいさなうたよ,なうたよ,うたよ,あいのちいさなうたよ,な
183.734,184.101,0,あいのちいさなうたよ,さなうたよ,なうたよ,あいのちいさなうたよ,さ
181.698,183.734,0,あいのちいさなうたよ,いさなうたよ,さなうたよ,あいのちいさなうたよ,い
181.365,181.698,0,あいのちいさなうたよ,ちいさなうたよ,いさなうたよ,あいのちいさなうたよ,ち
180.831,181.365,0,あいのちいさなうたよ,のちいさなうたよ,ちいさなうたよ,あいのちいさなうたよ,の
180.33,180.831,0,あいのちいさなうたよ,いのちいさなうたよ,のちいさなうたよ,あいのちいさなうたよ,い
179.963,180.33,0,あいのちいさなうたよ,あいのちいさなうたよ,いのちいさなうたよ,あいのちいさなうたよ,あ
157.708,158.709,0,あなたがいてくれたから,ら,あいのちいさなうたよ,あいのちいさなうたよ,ら
157.374,157.708,0,あなたがいてくれたから,から,ら,あなたがいてくれたから,か
157.04,157.374,0,あなたがいてくれたから,たから,から,あなたがいてくれたから,た
156.74,157.04,0,あなたがいてくれたから,れたから,たから,あなたがいてくれたから,れ
155.038,156.74,0,あなたがいてくれたから,くれたから,れたから,あなたがいてくれたから,く
154.671,155.038,0,あなたがいてくれたから,てくれたから,くれたから,あなたがいてくれたから,て
154.371,154.671,0,あなたがいてくれたから,いてくれたから,てくれたから,あなたがいてくれたから,い
153.704,154.371,0,あなたがいてくれたから,がいてくれたから,いてくれたから,あなたがいてくれたから,が
153.403,153.704,0,あなたがいてくれたから,たがいてくれたから,がいてくれたから,あなたがいてくれたから,た
152.369,153.403,0,あなたがいてくれたから,なたがいてくれたから,たがいてくれたから,あなたがいてくれたから,な
152.069,152.369,0,あなたがいてくれたから,あなたがいてくれたから,なたがいてくれたから,あなたがいてくれたから,あ
179.029,179.963,0,あなたがいなければわたしはながれぼしよ,よ,あなたがいてくれたから,あなたがいてくれたから,よ
178.695,179.029,0,あなたがいなければわたしはながれぼしよ,しよ,よ,あなたがいなければわたしはながれぼしよ,し
178.362,178.695,0,あなたがいなければわたしはながれぼしよ,ぼしよ,しよ,あなたがいなければわたしはながれぼしよ,ぼ
178.095,178.362,0,あなたがいなければわたしはながれぼしよ,れぼしよ,ぼしよ,あなたがいなければわたしはながれぼしよ,れ
176.393,178.095,0,あなたがいなければわたしはながれぼしよ,がれぼしよ,れぼしよ,あなたがいなければわたしはながれぼしよ,が
175.692,176.393,0,あなたがいなければわたしはながれぼしよ,ながれぼしよ,がれぼしよ,あなたがいなければわたしはながれぼしよ,な
174.858,175.692,0,あなたがいなければわたしはながれぼしよ,はながれぼしよ,ながれぼしよ,あなたがいなければわたしはながれぼしよ,は
174.691,174.858,0,あなたがいなければわたしはながれぼしよ,しはながれぼしよ,はながれぼしよ,あなたがいなければわたしはながれぼしよ,し
174.191,174.691,0,あなたがいなければわたしはながれぼしよ,たしはながれぼしよ,しはながれぼしよ,あなたがいなければわたしはながれぼしよ,た
173.657,174.191,0,あなたがいなければわたしはながれぼしよ,わたしはながれぼしよ,たしはながれぼしよ,あなたがいなければわたしはながれぼしよ,わ
173.357,173.657,0,あなたがいなければわたしはながれぼしよ,ばわたしはながれぼしよ,わたしはながれぼしよ,あなたがいなければわたしはながれぼしよ,ば
173.056,173.357,0,あなたがいなければわたしはながれぼしよ,ればわたしはながれぼしよ,ばわたしはながれぼしよ,あなたがいなければわたしはながれぼしよ,れ
172.589,173.056,0,あなたがいなければわたしはながれぼしよ,ければわたしはながれぼしよ,ればわたしはながれぼしよ,あなたがいなければわたしはながれぼしよ,け
172.055,172.589,0,あなたがいなければわたしはながれぼしよ,なければわたしはながれぼしよ,ければわたしはながれぼしよ,あなたがいなければわたしはながれぼしよ,な
171.788,172.055,0,あなたがいなければわたしはながれぼしよ,いなければわたしはながれぼしよ,なければわたしはながれぼしよ,あなたがいなければわたしはながれぼしよ,い
171.054,171.788,0,あなたがいなければわたしはながれぼしよ,がいなければわたしはながれぼしよ,いなければわたしはながれぼしよ,あなたがいなければわたしはながれぼしよ,が
170.687,171.054,0,あなたがいなければわたしはながれぼしよ,たがいなければわたしはながれぼしよ,がいなければわたしはながれぼしよ,あなたがいなければわたしはながれぼしよ,た
170.22,170.687,0,あなたがいなければわたしはながれぼしよ,なたがいなければわたしはながれぼしよ,たがいなければわたしはながれぼしよ,あなたがいなければわたしはながれぼしよ,な
169.686,170.22,0,あなたがいなければわたしはながれぼしよ,あなたがいなければわたしはながれぼしよ,なたがいなければわたしはながれぼしよ,あなたがいなければわたしはながれぼしよ,あ
82.733,84.034,0,あなたがいなければわたしはほしのようにかがやけないまま,ま,あなたがいなければわたしはながれぼしよ,あなたがいなければわたしはながれぼしよ,ま
82.366,82.733,0,あなたがいなければわたしはほしのようにかがやけないまま,まま,ま,あなたがいなければわたしはほしのようにかがやけないまま,ま
81.765,82.366,0,あなたがいなければわたしはほしのようにかがやけないまま,いまま,まま,あなたがいなければわたしはほしのようにかがやけないまま,い
80.364,81.765,0,あなたがいなければわたしはほしのようにかがやけないまま,ないまま,いまま,あなたがいなければわたしはほしのようにかがやけないまま,な
80.03,80.364,0,あなたがいなければわたしはほしのようにかがやけないまま,けないまま,ないまま,あなたがいなければわたしはほしのようにかがやけないまま,け
79.53,80.03,0,あなたがいなければわたしはほしのようにかがやけないまま,やけないまま,けないまま,あなたがいなければわたしはほしのようにかがやけないまま,や
79.029,79.53,0,あなたがいなければわたしはほしのようにかがやけないまま,がやけないまま,やけないまま,あなたがいなければわたしはほしのようにかがやけないまま,が
78.662,79.029,0,あなたがいなければわたしはほしのようにかがやけないまま,かがやけないまま,がやけないまま,あなたがいなければわたしはほしのようにかがやけないまま,か
77.728,78.662,0,あなたがいなければわたしはほしのようにかがやけないまま,にかがやけないまま,かがやけないまま,あなたがいなければわたしはほしのようにかがやけないまま,に
77.361,77.728,0,あなたがいなければわたしはほしのようにかがやけないまま,うにかがやけないまま,にかがやけないまま,あなたがいなければわたしはほしのようにかがやけないまま,う
77.027,77.361,0,あなたがいなければわたしはほしのようにかがやけないまま,ようにかがやけないまま,うにかがやけないまま,あなたがいなければわたしはほしのようにかがやけないまま,よ
76.693,77.027,0,あなたがいなければわたしはほしのようにかがやけないまま,のようにかがやけないまま,ようにかがやけないまま,あなたがいなければわたしはほしのようにかがやけないまま,の
75.025,76.693,0,あなたがいなければわたしはほしのようにかがやけないまま,しのようにかがやけないまま,のようにかがやけないまま,あなたがいなければわたしはほしのようにかがやけないまま,し
74.358,75.025,0,あなたがいなければわたしはほしのようにかがやけないまま,ほしのようにかがやけないまま,しのようにかがやけないまま,あなたがいなければわたしはほしのようにかがやけないまま,ほ
73.524,74.358,0,あなたがいなければわたしはほしのようにかがやけないまま,はほしのようにかがやけないまま,ほしのようにかがやけないまま,あなたがいなければわたしはほしのようにかがやけないまま,は
73.323,73.524,0,あなたがいなければわたしはほしのようにかがやけないまま,しはほしのようにかがやけないまま,はほしのようにかがやけないまま,あなたがいなければわたしはほしのようにかがやけないまま,し
72.856,73.323,0,あなたがいなければわたしはほしのようにかがやけないまま,たしはほしのようにかがやけないまま,しはほしのようにかがやけないまま,あなたがいなければわたしはほしのようにかがやけないまま,た
72.356,72.856,0,あなたがいなければわたしはほしのようにかがやけないまま,わたしはほしのようにかがやけないまま,たしはほしのようにかがやけないまま,あなたがいなければわたしはほしのようにかがやけないまま,わ
72.056,72.356,0,あなたがいなければわたしはほしのようにかがやけないまま,ばわたしはほしのようにかがやけないまま,わたしはほしのようにかがやけないまま,あなたがいなければわたしはほしのようにかがやけないまま,ば
71.688,72.056,0,あなたがいなければわたしはほしのようにかがやけないまま,ればわたしはほしのようにかがやけないまま,ばわたしはほしのようにかがやけないまま,あなたがいなければわたしはほしのようにかがやけないまま,れ
71.188,71.688,0,あなたがいなければわたしはほしのようにかがやけないまま,ければわたしはほしのようにかがやけないまま,ればわたしはほしのようにかがやけないまま,あなたがいなければわたしはほしのようにかがやけないまま,け
70.687,71.188,0,あなたがいなければわたしはほしのようにかがやけないまま,なければわたしはほしのようにかがやけないまま,ければわたしはほしのようにかがやけないまま,あなたがいなければわたしはほしのようにかがやけないまま,な
70.421,70.687,0,あなたがいなければわたしはほしのようにかがやけないまま,いなければわたしはほしのようにかがやけないまま,なければわたしはほしのようにかがやけないまま,あなたがいなければわたしはほしのようにかがやけないまま,い
69.686,70.421,0,あなたがいなければわたしはほしのようにかがやけないまま,がいなければわたしはほしのようにかがやけないまま,いなければわたしはほしのようにかがやけないまま,あなたがいなければわたしはほしのようにかがやけないまま,が
69.353,69.686,0,あなたがいなければわたしはほしのようにかがやけないまま,たがいなければわたしはほしのようにかがやけないまま,がいなければわたしはほしのようにかがやけないまま,あなたがいなければわたしはほしのようにかがやけないまま,た
68.886,69.353,0,あなたがいなければわたしはほしのようにかがやけないまま,なたがいなければわたしはほしのようにかがやけないまま,たがいなければわたしはほしのようにかがやけないまま,あなたがいなければわたしはほしのようにかがやけないまま,な
68.318,68.886,0,あなたがいなければわたしはほしのようにかがやけないまま,あなたがいなければわたしはほしのようにかがやけないまま,なたがいなければわたしはほしのようにかがやけないまま,あなたがいなければわたしはほしのようにかがやけないまま,あ
266.717,268.051,0,あなたがいなければわたしはほしのようにかがやけぬまま,ま,あなたがいなければわたしはほしのようにかがやけないまま,あなたがいなければわたしはほしのようにかがやけないまま,ま
266.35,266.717,0,あなたがいなければわたしはほしのようにかがやけぬまま,まま,ま,あなたがいなければわたしはほしのようにかがやけぬまま,ま
264.314,266.35,0,あなたがいなければわたしはほしのようにかがやけぬまま,ぬまま,まま,あなたがいなければわたしはほしのようにかがやけぬまま,ぬ
263.947,264.314,0,あなたがいなければわたしはほしのようにかがやけぬまま,けぬまま,ぬまま,あなたがいなければわたしはほしのようにかがやけぬまま,け
263.48,263.947,0,あなたがいなければわたしはほしのようにかがやけぬまま,やけぬまま,けぬまま,あなたがいなければわたしはほしのようにかがやけぬまま,や
263.013,263.48,0,あなたがいなければわたしはほしのようにかがやけぬまま,がやけぬまま,やけぬまま,あなたがいなければわたしはほしのようにかがやけぬまま,が
262.646,263.013,0,あなたがいなければわたしはほしのようにかがやけぬまま,かがやけぬまま,がやけぬまま,あなたがいなければわたしはほしのようにかがやけぬまま,か
261.712,262.646,0,あなたがいなければわたしはほしのようにかがやけぬまま,にかがやけぬまま,かがやけぬまま,あなたがいなければわたしはほしのようにかがやけぬまま,に
261.378,261.712,0,あなたがいなければわたしはほしのようにかがやけぬまま,うにかがやけぬまま,にかがやけぬまま,あなたがいなければわたしはほしのようにかがやけぬまま,う
261.011,261.378,0,あなたがいなければわたしはほしのようにかがやけぬまま,ようにかがやけぬまま,うにかがやけぬまま,あなたがいなければわたしはほしのようにかがやけぬまま,よ
260.711,261.011,0,あなたがいなければわたしはほしのようにかがやけぬまま,のようにかがやけぬまま,ようにかがやけぬまま,あなたがいなければわたしはほしのようにかがやけぬまま,の
259.076,260.711,0,あなたがいなければわたしはほしのようにかがやけぬまま,しのようにかがやけぬまま,のようにかがやけぬまま,あなたがいなければわたしはほしのようにかがやけぬまま,し
258.342,259.076,0,あなたがいなければわたしはほしのようにかがやけぬまま,ほしのようにかがやけぬまま,しのようにかがやけぬまま,あなたがいなければわたしはほしのようにかがやけぬまま,ほ
257.507,258.342,0,あなたがいなければわたしはほしのようにかがやけぬまま,はほしのようにかがやけぬまま,ほしのようにかがやけぬまま,あなたがいなければわたしはほしのようにかがやけぬまま,は
257.374,257.507,0,あなたがいなければわたしはほしのようにかがやけぬまま,しはほしのようにかがやけぬまま,はほしのようにかがやけぬまま,あなたがいなければわたしはほしのようにかがやけぬまま,し
256.873,257.374,0,あなたがいなければわたしはほしのようにかがやけぬまま,たしはほしのようにかがやけぬまま,しはほしのようにかがやけぬまま,あなたがいなければわたしはほしのようにかがやけぬまま,た
256.406,256.873,0,あなたがいなければわたしはほしのようにかがやけぬまま,わたしはほしのようにかがやけぬまま,たしはほしのようにかがやけぬまま,あなたがいなければわたしはほしのようにかがやけぬまま,わ
256.039,256.406,0,あなたがいなければわたしはほしのようにかがやけぬまま,ばわたしはほしのようにかがやけぬまま,わたしはほしのようにかがやけぬまま,あなたがいなければわたしはほしのようにかがやけぬまま,ば
255.706,256.039,0,あなたがいなければわたしはほしのようにかがやけぬまま,ればわたしはほしのようにかがやけぬまま,ばわたしはほしのようにかがやけぬまま,あなたがいなければわたしはほしのようにかがやけぬまま,れ
255.205,255.706,0,あなたがいなければわたしはほしのようにかがやけぬまま,ければわたしはほしのようにかがやけぬまま,ればわたしはほしのようにかがやけぬまま,あなたがいなければわたしはほしのようにかがやけぬまま,け
254.705,255.205,0,あなたがいなければわたしはほしのようにかがやけぬまま,なければわたしはほしのようにかがやけぬまま,ければわたしはほしのようにかがやけぬまま,あなたがいなければわたしはほしのようにかがやけぬまま,な
254.371,254.705,0,あなたがいなければわたしはほしのようにかがやけぬまま,いなければわたしはほしのようにかがやけぬまま,なければわたしはほしのようにかがやけぬまま,あなたがいなければわたしはほしのようにかがやけぬまま,い
253.704,254.371,0,あなたがいなければわたしはほしのようにかがやけぬまま,がいなければわたしはほしのようにかがやけぬまま,いなければわたしはほしのようにかがやけぬまま,あなたがいなければわたしはほしのようにかがやけぬまま,が
253.403,253.704,0,あなたがいなければわたしはほしのようにかがやけぬまま,たがいなければわたしはほしのようにかがやけぬまま,がいなければわたしはほしのようにかがやけぬまま,あなたがいなければわたしはほしのようにかがやけぬまま,た
252.903,253.403,0,あなたがいなければわたしはほしのようにかがやけぬまま,なたがいなければわたしはほしのようにかがやけぬまま,たがいなければわたしはほしのようにかがやけぬまま,あなたがいなければわたしはほしのようにかがやけぬまま,な
252.336,252.903,0,あなたがいなければわたしはほしのようにかがやけぬまま,あなたがいなければわたしはほしのようにかがやけぬまま,なたがいなければわたしはほしのようにかがやけぬまま,あなたがいなければわたしはほしのようにかがやけぬまま,あ
82.733,84.034,-1,あなたがいなければ私は星のように輝けないまま,ま,あなたがいなければわたしはほしのようにかがやけぬまま,あなたがいなければわたしはほしのようにかがやけぬまま,ま
82.366,82.733,-1,あなたがいなければ私は星のように輝けないまま,まま,ま,あなたがいなければ私は星のように輝けないまま,ま
81.765,82.366,-1,あなたがいなければ私は星のように輝けないまま,いまま,まま,あなたがいなければ私は星のように輝けないまま,い
80.364,81.765,-1,あなたがいなければ私は星のように輝けないまま,ないまま,いまま,あなたがいなければ私は星のように輝けないまま,な
80.03,80.364,-1,あなたがいなければ私は星のように輝けないまま,けないまま,ないまま,あなたがいなければ私は星のように輝けないまま,け
78.662,80.03,-1,あなたがいなければ私は星のように輝けないまま,輝けないまま,けないまま,あなたがいなければ私は星のように輝けないまま,輝
77.728,78.662,-1,あなたがいなければ私は星のように輝けないまま,に輝けないまま,輝けないまま,あなたがいなければ私は星のように輝けないまま,に
77.361,77.728,-1,あなたがいなければ私は星のように輝けないまま,うに輝けないまま,に輝けないまま,あなたがいなければ私は星のように輝けないまま,う
77.027,77.361,-1,あなたがいなければ私は星のように輝けないまま,ように輝けないまま,うに輝けないまま,あなたがいなければ私は星のように輝けないまま,よ
76.693,77.027,-1,あなたがいなければ私は星のように輝けないまま,のように輝けないまま,ように輝けないまま,あなたがいなければ私は星のように輝けないまま,の
74.358,76.693,-1,あなたがいなければ私は星のように輝けないまま,星のように輝けないまま,のように輝けないまま,あなたがいなければ私は星のように輝けないまま,星
73.524,74.358,-1,あなたがいなければ私は星のように輝けないまま,は星のように輝けないまま,星のように輝けないまま,あなたがいなければ私は星のように輝けないまま,は
72.356,73.524,-1,あなたがいなければ私は星のように輝けないまま,私は星のように輝けないまま,は星のように輝けないまま,あなたがいなければ私は星のように輝けないまま,私
72.056,72.356,-1,あなたがいなければ私は星のように輝けないまま,ば私は星のように輝けないまま,私は星のように輝けないまま,あなたがいなければ私は星のように輝けないまま,ば
71.688,72.056,-1,あなたがいなければ私は星のように輝けないまま,れば私は星のように輝けないまま,ば私は星のように輝けないまま,あなたがいなければ私は星のように輝けないまま,れ
71.188,71.688,-1,あなたがいなければ私は星のように輝けないまま,ければ私は星のように輝けないまま,れば私は星のように輝けないまま,あなたがいなければ私は星のように輝けないまま,け
70.687,71.188,-1,あなたがいなければ私は星のように輝けないまま,なければ私は星のように輝けないまま,ければ私は星のように輝けないまま,あなたがいなければ私は星のように輝けないまま,な
70.421,70.687,-1,あなたがいなければ私は星のように輝けないまま,いなければ私は星のように輝けないまま,なければ私は星のように輝けないまま,あなたがいなければ私は星のように輝けないまま,い
69.686,70.421,-1,あなたがいなければ私は星のように輝けないまま,がいなければ私は星のように輝けないまま,いなければ私は星のように輝けないまま,あなたがいなければ私は星のように輝けないまま,が
69.353,69.686,-1,あなたがいなければ私は星のように輝けないまま,たがいなければ私は星のように輝けないまま,がいなければ私は星のように輝けないまま,あなたがいなければ私は星のように輝けないまま,た
68.886,69.353,-1,あなたがいなければ私は星のように輝けないまま,なたがいなければ私は星のように輝けないまま,たがいなければ私は星のように輝けないまま,あなたがいなければ私は星のように輝けないまま,な
68.318,68.886,-1,あなたがいなければ私は星のように輝けないまま,あなたがいなければ私は星のように輝けないまま,なたがいなければ私は星のように輝けないまま,あなたがいなければ私は星のように輝けないまま,あ
266.717,268.051,-1,あなたがいなければ私は星のように輝けぬまま,ま,あなたがいなければ私は星のように輝けないまま,あなたがいなければ私は星のように輝けないまま,ま
266.35,266.717,-1,あなたがいなければ私は星のように輝けぬまま,まま,ま,あなたがいなければ私は星のように輝けぬまま,ま
264.314,266.35,-1,あなたがいなければ私は星のように輝けぬまま,ぬまま,まま,あなたがいなければ私は星のように輝けぬまま,ぬ
263.947,264.314,-1,あなたがいなければ私は星のように輝けぬまま,けぬまま,ぬまま,あなたがいなければ私は星のように輝けぬまま,け
262.646,263.947,-1,あなたがいなければ私は星のように輝けぬまま,輝けぬまま,けぬまま,あなたがいなければ私は星のように輝けぬまま,輝
261.712,262.646,-1,あなたがいなければ私は星のように輝けぬまま,に輝けぬまま,輝けぬまま,あなたがいなければ私は星のように輝けぬまま,に
261.378,261.712,-1,あなたがいなければ私は星のように輝けぬまま,うに輝けぬまま,に輝けぬまま,あなたがいなければ私は星のように輝けぬまま,う
261.011,261.378,-1,あなたがいなければ私は星のように輝けぬまま,ように輝けぬまま,うに輝けぬまま,あなたがいなければ私は星のように輝けぬまま,よ
260.711,261.011,-1,あなたがいなければ私は星のように輝けぬまま,のように輝けぬまま,ように輝けぬまま,あなたがいなければ私は星のように輝けぬまま,の
258.342,260.711,-1,あなたがいなければ私は星のように輝けぬまま,星のように輝けぬまま,のように輝けぬまま,あなたがいなければ私は星のように輝けぬまま,星
257.507,258.342,-1,あなたがいなければ私は星のように輝けぬまま,は星のように輝けぬまま,星のように輝けぬまま,あなたがいなければ私は星のように輝けぬまま,は
256.406,257.507,-1,あなたがいなければ私は星のように輝けぬまま,私は星のように輝けぬまま,は星のように輝けぬまま,あなたがいなければ私は星のように輝けぬまま,私
256.039,256.406,-1,あなたがいなければ私は星のように輝けぬまま,ば私は星のように輝けぬまま,私は星のように輝けぬまま,あなたがいなければ私は星のように輝けぬまま,ば
255.706,256.039,-1,あなたがいなければ私は星のように輝けぬまま,れば私は星のように輝けぬまま,ば私は星のように輝けぬまま,あなたがいなければ私は星のように輝けぬまま,れ
255.205,255.706,-1,あなたがいなければ私は星のように輝けぬまま,ければ私は星のように輝けぬまま,れば私は星のように輝けぬまま,あなたがいなければ私は星のように輝けぬまま,け
254.705,255.205,-1,あなたがいなければ私は星のように輝けぬまま,なければ私は星のように輝けぬまま,ければ私は星のように輝けぬまま,あなたがいなければ私は星のように輝けぬまま,な
254.371,254.705,-1,あなたがいなければ私は星のように輝けぬまま,いなければ私は星のように輝けぬまま,なければ私は星のように輝けぬまま,あなたがいなければ私は星のように輝けぬまま,い
253.704,254.371,-1,あなたがいなければ私は星のように輝けぬまま,がいなければ私は星のように輝けぬまま,いなければ私は星のように輝けぬまま,あなたがいなければ私は星のように輝けぬまま,が
253.403,253.704,-1,あなたがいなければ私は星のように輝けぬまま,たがいなければ私は星のように輝けぬまま,がいなければ私は星のように輝けぬまま,あなたがいなければ私は星のように輝けぬまま,た
252.903,253.403,-1,あなたがいなければ私は星のように輝けぬまま,なたがいなければ私は星のように輝けぬまま,たがいなければ私は星のように輝けぬまま,あなたがいなければ私は星のように輝けぬまま,な
252.336,252.903,-1,あなたがいなければ私は星のように輝けぬまま,あなたがいなければ私は星のように輝けぬまま,なたがいなければ私は星のように輝けぬまま,あなたがいなければ私は星のように輝けぬまま,あ
179.029,179.963,-1,あなたがいなければ私は流れ星よ,よ,あなたがいなければ私は星のように輝けぬまま,あなたがいなければ私は星のように輝けぬまま,よ
178.362,179.029,-1,あなたがいなければ私は流れ星よ,星よ,よ,あなたがいなければ私は流れ星よ,星
178.095,178.362,-1,あなたがいなければ私は流れ星よ,れ星よ,星よ,あなたがいなければ私は流れ星よ,れ
175.692,178.095,-1,あなたがいなければ私は流れ星よ,流れ星よ,れ星よ,あなたがいなければ私は流れ星よ,流
174.858,175.692,-1,あなたがいなければ私は流れ星よ,は流れ星よ,流れ星よ,あなたがいなければ私は流れ星よ,は
173.657,174.858,-1,あなたがいなければ私は流れ星よ,私は流れ星よ,は流れ星よ,あなたがいなければ私は流れ星よ,私
173.357,173.657,-1,あなたがいなければ私は流れ星よ,ば私は流れ星よ,私は流れ星よ,あなたがいなければ私は流れ星よ,ば
173.056,173.357,-1,あなたがいなければ私は流れ星よ,れば私は流れ星よ,ば私は流れ星よ,あなたがいなければ私は流れ星よ,れ
172.589,173.056,-1,あなたがいなければ私は流れ星よ,ければ私は流れ星よ,れば私は流れ星よ,あなたがいなければ私は流れ星よ,け
172.055,172.589,-1,あなたがいなければ私は流れ星よ,なければ私は流れ星よ,ければ私は流れ星よ,あなたがいなければ私は流れ星よ,な
171.788,172.055,-1,あなたがいなければ私は流れ星よ,いなければ私は流れ星よ,なければ私は流れ星よ,あなたがいなければ私は流れ星よ,い
171.054,171.788,-1,あなたがいなければ私は流れ星よ,がいなければ私は流れ星よ,いなければ私は流れ星よ,あなたがいなければ私は流れ星よ,が
170.687,171.054,-1,あなたがいなければ私は流れ星よ,たがいなければ私は流れ星よ,がいなければ私は流れ星よ,あなたがいなければ私は流れ星よ,た
170.22,170.687,-1,あなたがいなければ私は流れ星よ,なたがいなければ私は流れ星よ,たがいなければ私は流れ星よ,あなたがいなければ私は流れ星よ,な
