start,end,token,line,unformatted
30.347,30.547,だ,0,ひろいそらなのにきみょうなよかんだ
30.347,30.547,だ,-1,広い空なのに奇妙な予感だ
30.547,30.714,あ、,0,あ、そうかかんたんだ、せんちょうをきめてなかったんだ
30.547,30.714,あ、,-1,あ、そうか簡単だ、船長を決めてなかったんだ
30.714,30.914,そ,0,あ、そうかかんたんだ、せんちょうをきめてなかったんだ
30.714,30.914,そ,-1,あ、そうか簡単だ、船長を決めてなかったんだ
30.914,31.115,う,0,あ、そうかかんたんだ、せんちょうをきめてなかったんだ
30.914,31.115,う,-1,あ、そうか簡単だ、船長を決めてなかったんだ
31.115,31.482,か,0,あ、そうかかんたんだ、せんちょうをきめてなかったんだ
31.115,31.482,か,-1,あ、そうか簡単だ、船長を決めてなかったんだ
31.482,31.682,か,0,あ、そうかかんたんだ、せんちょうをきめてなかったんだ
31.482,31.682,簡,-1,あ、そうか簡単だ、船長を決めてなかったんだ
31.682,31.849,ん,0,あ、そうかかんたんだ、せんちょうをきめてなかったんだ
31.682,31.849,簡,-1,あ、そうか簡単だ、船長を決めてなかったんだ
31.849,32.049,た,0,あ、そうかかんたんだ、せんちょうをきめてなかったんだ
31.849,32.049,単,-1,あ、そうか簡単だ、船長を決めてなかったんだ
32.049,32.249,ん,0,あ、そうかかんたんだ、せんちょうをきめてなかったんだ
32.049,32.249,単,-1,あ、そうか簡単だ、船長を決めてなかったんだ
32.249,32.616,だ、,0,あ、そうかかんたんだ、せんちょうをきめてなかったんだ
32.249,32.616,だ、,-1,あ、そうか簡単だ、船長を決めてなかったんだ
32.616,32.883,せ,0,あ、そうかかんたんだ、せんちょうをきめてなかったんだ
32.616,32.883,船,-1,あ、そうか簡単だ、船長を決めてなかったんだ
32.883,32.983,ん,0,あ、そうかかんたんだ、せんちょうをきめてなかったんだ
32.883,32.983,船,-1,あ、そうか簡単だ、船長を決めてなかったんだ
32.983,33.25,ちょ,0,あ、そうかかんたんだ、せんちょうをきめてなかったんだ
32.983,33.25,長,-1,あ、そうか簡単だ、船長を決めてなかったんだ
33.25,33.35,う,0,あ、そうかかんたんだ、せんちょうをきめてなかったんだ
33.25,33.35,長,-1,あ、そうか簡単だ、船長を決めてなかったんだ
33.35,33.617,を,0,あ、そうかかんたんだ、せんちょうをきめてなかったんだ
33.35,33.617,を,-1,あ、そうか簡単だ、船長を決めてなかったんだ
33.617,33.717,き,0,あ、そうかかんたんだ、せんちょうをきめてなかったんだ
33.617,33.717,決,-1,あ、そうか簡単だ、船長を決めてなかったんだ
33.717,34.084,め,0,あ、そうかかんたんだ、せんちょうをきめてなかったんだ
33.717,34.084,め,-1,あ、そうか簡単だ、船長を決めてなかったんだ
34.084,34.351,て,0,あ、そうかかんたんだ、せんちょうをきめてなかったんだ
34.084,34.351,て,-1,あ、そうか簡単だ、船長を決めてなかったんだ
34.351,34.485,な,0,あ、そうかかんたんだ、せんちょうをきめてなかったんだ
34.351,34.485,な,-1,あ、そうか簡単だ、船長を決めてなかったんだ
34.485,34.651,か,0,あ、そうかかんたんだ、せんちょうをきめてなかったんだ
34.485,34.651,か,-1,あ、そうか簡単だ、船長を決めてなかったんだ
34.651,34.852,っ,0,あ、そうかかんたんだ、せんちょうをきめてなかったんだ
34.651,34.852,っ,-1,あ、そうか簡単だ、船長を決めてなかったんだ
34.852,35.052,た,0,あ、そうかかんたんだ、せんちょうをきめてなかったんだ
34.852,35.052,た,-1,あ、そうか簡単だ、船長を決めてなかったんだ
35.052,35.219,ん,0,あ、そうかかんたんだ、せんちょうをきめてなかったんだ
35.052,35.219,ん,-1,あ、そうか簡単だ、船長を決めてなかったんだ
35.219,35.486,だ,0,あ、そうかかんたんだ、せんちょうをきめてなかったんだ
35.219,35.486,だ,-1,あ、そうか簡単だ、船長を決めてなかったんだ
35.953,36.353,そ,0,それがだんけつできないよういんか
35.953,36.353,そ,-1,それが団結できない要因か
36.353,36.52,れ,0,それがだんけつできないよういんか
36.353,36.52,れ,-1,それが団結できない要因か
36.52,36.72,が,0,それがだんけつできないよういんか
36.52,36.72,が,-1,それが団結できない要因か
36.72,36.92,だ,0,それがだんけつできないよういんか
36.72,36.92,団,-1,それが団結できない要因か
36.92,37.087,ん,0,それがだんけつできないよういんか
36.92,37.087,団,-1,それが団結できない要因か
37.087,37.254,け,0,それがだんけつできないよういんか
37.087,37.254,結,-1,それが団結できない要因か
37.254,37.354,つ,0,それがだんけつできないよういんか
37.254,37.354,結,-1,それが団結できない要因か
37.354,37.454,で,0,それがだんけつできないよういんか
37.354,37.454,で,-1,それが団結できない要因か
37.454,37.654,き,0,それがだんけつできないよういんか
37.454,37.654,き,-1,それが団結できない要因か
37.654,37.755,な,0,それがだんけつできないよういんか
37.654,37.755,な,-1,それが団結できない要因か
37.755,37.855,い,0,それがだんけつできないよういんか
37.755,37.855,い,-1,それが団結できない要因か
37.855,37.955,よ,0,それがだんけつできないよういんか
37.855,37.955,要,-1,それが団結できない要因か
37.955,38.022,う,0,それがだんけつできないよういんか
37.955,38.022,要,-1,それが団結できない要因か
38.022,38.122,い,0,それがだんけつできないよういんか
38.022,38.122,因,-1,それが団結できない要因か
38.122,38.222,ん,0,それがだんけつできないよういんか
38.122,38.222,因,-1,それが団結できない要因か
38.222,38.322,か,0,それがだんけつできないよういんか
38.222,38.322,か,-1,それが団結できない要因か
38.322,38.422,あ,0,あんたふくめせんいんはごにんだ
38.322,38.422,あ,-1,あんた含め船員は5人だ
38.422,38.589,ん,0,あんたふくめせんいんはごにんだ
38.422,38.589,ん,-1,あんた含め船員は5人だ
38.589,38.689,た,0,あんたふくめせんいんはごにんだ
38.589,38.689,た,-1,あんた含め船員は5人だ
38.689,38.789,ふ,0,あんたふくめせんいんはごにんだ
38.689,38.789,含,-1,あんた含め船員は5人だ
38.789,38.856,く,0,あんたふくめせんいんはごにんだ
38.789,38.856,含,-1,あんた含め船員は5人だ
38.856,38.989,め,0,あんたふくめせんいんはごにんだ
38.856,38.989,め,-1,あんた含め船員は5人だ
38.989,39.156,せん,0,あんたふくめせんいんはごにんだ
38.989,39.156,船,-1,あんた含め船員は5人だ
39.156,39.256,いん,0,あんたふくめせんいんはごにんだ
39.156,39.256,員,-1,あんた含め船員は5人だ
39.256,39.356,は,0,あんたふくめせんいんはごにんだ
39.256,39.356,は,-1,あんた含め船員は5人だ
39.356,39.523,ご,0,あんたふくめせんいんはごにんだ
39.356,39.523,5,-1,あんた含め船員は5人だ
39.523,39.723,にん,0,あんたふくめせんいんはごにんだ
39.523,39.723,人,-1,あんた含め船員は5人だ
39.723,40.09,だ,0,あんたふくめせんいんはごにんだ
39.723,40.09,だ,-1,あんた含め船員は5人だ
40.09,40.19,こ,0,こうほはこれでぜんいんか
40.09,40.19,補,-1,候補はこれで全員か
40.19,40.29,う,0,こうほはこれでぜんいんか
40.19,40.29,補,-1,候補はこれで全員か
40.29,40.357,ほ,0,こうほはこれでぜんいんか
40.29,40.357,補,-1,候補はこれで全員か
40.357,40.457,は,0,こうほはこれでぜんいんか
40.357,40.457,は,-1,候補はこれで全員か
40.457,40.657,こ,0,こうほはこれでぜんいんか
40.457,40.657,こ,-1,候補はこれで全員か
40.657,40.758,れ,0,こうほはこれでぜんいんか
40.657,40.758,れ,-1,候補はこれで全員か
40.758,40.858,で,0,こうほはこれでぜんいんか
40.758,40.858,で,-1,候補はこれで全員か
40.858,41.058,ぜん,0,こうほはこれでぜんいんか
40.858,41.058,全,-1,候補はこれで全員か
41.058,41.225,いん,0,こうほはこれでぜんいんか
41.058,41.225,員,-1,候補はこれで全員か
41.225,41.592,か,0,こうほはこれでぜんいんか
41.225,41.592,か,-1,候補はこれで全員か
41.592,41.792,3,-1,3人不要、でいいか？
41.592,41.792,さん,0,さんにんふよう、でいいか？
41.792,41.959,人,-1,3人不要、でいいか？
41.792,41.959,にん,0,さんにんふよう、でいいか？
41.959,42.159,不,-1,3人不要、でいいか？
41.959,42.159,ふ,0,さんにんふよう、でいいか？
42.159,42.359,要、,-1,3人不要、でいいか？
42.159,42.359,よう、,0,さんにんふよう、でいいか？
42.359,42.526,で,-1,3人不要、でいいか？
42.359,42.526,で,0,さんにんふよう、でいいか？
42.526,42.726,いい,-1,3人不要、でいいか？
42.526,42.726,いい,0,さんにんふよう、でいいか？
42.726,43.093,か？,-1,3人不要、でいいか？
42.726,43.093,か？,0,さんにんふよう、でいいか？
43.093,43.193,ぶ,0,ぶきをしまえ、かいじょうだ
43.093,43.193,武,-1,武器をしまえ、海上だ
43.193,43.26,き,0,ぶきをしまえ、かいじょうだ
43.193,43.26,器,-1,武器をしまえ、海上だ
43.26,43.36,を,0,ぶきをしまえ、かいじょうだ
43.26,43.36,を,-1,武器をしまえ、海上だ
43.36,43.46,し,0,ぶきをしまえ、かいじょうだ
43.36,43.46,し,-1,武器をしまえ、海上だ
43.46,43.66,ま,0,ぶきをしまえ、かいじょうだ
43.46,43.66,ま,-1,武器をしまえ、海上だ
43.66,43.861,え、,0,ぶきをしまえ、かいじょうだ
43.66,43.861,え、,-1,武器をしまえ、海上だ
43.861,44.028,かい,0,ぶきをしまえ、かいじょうだ
43.861,44.028,海,-1,武器をしまえ、海上だ
44.028,44.228,じょう,0,ぶきをしまえ、かいじょうだ
44.028,44.228,上,-1,武器をしまえ、海上だ
44.228,44.595,だ,0,ぶきをしまえ、かいじょうだ
44.228,44.595,だ,-1,武器をしまえ、海上だ
44.595,44.661,う,0,うばいあいなんかいじょうだ
44.595,44.661,い,-1,奪い合いなんか異常だ
44.661,44.762,ば,0,うばいあいなんかいじょうだ
44.661,44.762,い,-1,奪い合いなんか異常だ
44.762,44.862,い,0,うばいあいなんかいじょうだ
44.762,44.862,い,-1,奪い合いなんか異常だ
44.862,44.962,あ,0,うばいあいなんかいじょうだ
44.862,44.962,合,-1,奪い合いなんか異常だ
44.962,45.162,い,0,うばいあいなんかいじょうだ
44.962,45.162,い,-1,奪い合いなんか異常だ
45.162,45.229,な,0,うばいあいなんかいじょうだ
45.162,45.229,な,-1,奪い合いなんか異常だ
45.229,45.329,ん,0,うばいあいなんかいじょうだ
45.229,45.329,ん,-1,奪い合いなんか異常だ
45.329,45.429,か,0,うばいあいなんかいじょうだ
45.329,45.429,か,-1,奪い合いなんか異常だ
45.429,45.529,い,0,うばいあいなんかいじょうだ
45.429,45.529,異,-1,奪い合いなんか異常だ
45.529,45.729,じょう,0,うばいあいなんかいじょうだ
45.529,45.729,常,-1,奪い合いなんか異常だ
45.729,46.096,だ,0,うばいあいなんかいじょうだ
45.729,46.096,だ,-1,奪い合いなんか異常だ
46.096,46.23,た,0,たすうけつがりそうさ
46.096,46.23,多,-1,多数決が理想さ
46.23,46.363,すう,0,たすうけつがりそうさ
46.23,46.363,数,-1,多数決が理想さ
46.363,46.463,け,0,たすうけつがりそうさ
46.363,46.463,決,-1,多数決が理想さ
46.463,46.663,つ,0,たすうけつがりそうさ
46.463,46.663,決,-1,多数決が理想さ
46.663,46.764,が,0,たすうけつがりそうさ
46.663,46.764,が,-1,多数決が理想さ
46.764,46.864,り,0,たすうけつがりそうさ
46.764,46.864,理,-1,多数決が理想さ
46.864,46.964,そ,0,たすうけつがりそうさ
46.864,46.964,想,-1,多数決が理想さ
46.964,47.031,う,0,たすうけつがりそうさ
46.964,47.031,想,-1,多数決が理想さ
47.031,47.197,さ,0,たすうけつがりそうさ
47.031,47.197,さ,-1,多数決が理想さ
47.197,47.297,み,0,みんなじぶんにいれるか、そうか
47.197,47.297,み,-1,みんな自分に入れるか、そうか
47.297,47.398,ん,0,みんなじぶんにいれるか、そうか
47.297,47.398,ん,-1,みんな自分に入れるか、そうか
47.398,47.498,な,0,みんなじぶんにいれるか、そうか
47.398,47.498,な,-1,みんな自分に入れるか、そうか
47.498,47.564,じ,0,みんなじぶんにいれるか、そうか
47.498,47.564,自,-1,みんな自分に入れるか、そうか
47.564,47.698,ぶ,0,みんなじぶんにいれるか、そうか
47.564,47.698,分,-1,みんな自分に入れるか、そうか
47.698,47.765,ん,0,みんなじぶんにいれるか、そうか
47.698,47.765,分,-1,みんな自分に入れるか、そうか
47.765,47.865,に,0,みんなじぶんにいれるか、そうか
47.765,47.865,に,-1,みんな自分に入れるか、そうか
47.865,47.965,い,0,みんなじぶんにいれるか、そうか
47.865,47.965,入,-1,みんな自分に入れるか、そうか
47.965,48.032,れ,0,みんなじぶんにいれるか、そうか
47.965,48.032,れ,-1,みんな自分に入れるか、そうか
48.032,48.132,る,0,みんなじぶんにいれるか、そうか
48.032,48.132,る,-1,みんな自分に入れるか、そうか
48.132,48.232,か、,0,みんなじぶんにいれるか、そうか
48.132,48.232,か、,-1,みんな自分に入れるか、そうか
48.232,48.332,そ,0,みんなじぶんにいれるか、そうか
48.232,48.332,そ,-1,みんな自分に入れるか、そうか
48.332,48.465,う,0,みんなじぶんにいれるか、そうか
48.332,48.465,う,-1,みんな自分に入れるか、そうか
48.465,48.966,か,0,みんなじぶんにいれるか、そうか
48.465,48.966,か,-1,みんな自分に入れるか、そうか
48.966,49.099,と,0,というわけでさいれんす、きみしだい
48.966,49.099,と,-1,というわけでサイレンス、きみ次第
49.099,49.266,い,0,というわけでさいれんす、きみしだい
49.099,49.266,い,-1,というわけでサイレンス、きみ次第
49.266,49.433,う,0,というわけでさいれんす、きみしだい
49.266,49.433,う,-1,というわけでサイレンス、きみ次第
49.433,49.7,わ,0,というわけでさいれんす、きみしだい
49.433,49.7,わ,-1,というわけでサイレンス、きみ次第
49.7,49.833,け,0,というわけでさいれんす、きみしだい
49.7,49.833,け,-1,というわけでサイレンス、きみ次第
49.833,50.1,で,0,というわけでさいれんす、きみしだい
49.833,50.1,で,-1,というわけでサイレンス、きみ次第
50.1,50.3,さ,0,というわけでさいれんす、きみしだい
50.1,50.3,サ,-1,というわけでサイレンス、きみ次第
50.3,50.467,い,0,というわけでさいれんす、きみしだい
50.3,50.467,イ,-1,というわけでサイレンス、きみ次第
50.467,50.667,れ,0,というわけでさいれんす、きみしだい
50.467,50.667,レ,-1,というわけでサイレンス、きみ次第
50.667,50.734,ん,0,というわけでさいれんす、きみしだい
50.667,50.734,ン,-1,というわけでサイレンス、きみ次第
50.734,50.868,す、,0,というわけでさいれんす、きみしだい
50.734,50.868,ス、,-1,というわけでサイレンス、きみ次第
50.868,50.968,き,0,というわけでさいれんす、きみしだい
50.868,50.968,き,-1,というわけでサイレンス、きみ次第
50.968,51.135,み,0,というわけでさいれんす、きみしだい
50.968,51.135,み,-1,というわけでサイレンス、きみ次第
51.135,51.335,し,0,というわけでさいれんす、きみしだい
51.135,51.335,次,-1,というわけでサイレンス、きみ次第
51.335,51.502,だ,0,というわけでさいれんす、きみしだい
51.335,51.702,第,-1,というわけでサイレンス、きみ次第
51.502,51.702,い,0,というわけでさいれんす、きみしだい
51.702,52.069,だ,0,だれにしたってきにしない
51.702,52.069,に,-1,誰にしたって気にしない
52.069,52.336,れ,0,だれにしたってきにしない
52.069,52.336,に,-1,誰にしたって気にしない
52.336,52.403,に,0,だれにしたってきにしない
52.336,52.403,に,-1,誰にしたって気にしない
52.403,52.469,し,0,だれにしたってきにしない
52.403,52.469,し,-1,誰にしたって気にしない
52.469,52.836,た,0,だれにしたってきにしない
52.469,52.836,た,-1,誰にしたって気にしない
52.836,53.137,って,0,だれにしたってきにしない
52.836,53.137,って,-1,誰にしたって気にしない
53.137,53.203,き,0,だれにしたってきにしない
53.137,53.203,気,-1,誰にしたって気にしない
53.203,53.37,に,0,だれにしたってきにしない
53.203,53.37,に,-1,誰にしたって気にしない
53.37,53.57,し,0,だれにしたってきにしない
53.37,53.57,し,-1,誰にしたって気にしない
53.57,53.771,な,0,だれにしたってきにしない
53.57,53.771,な,-1,誰にしたって気にしない
53.771,53.971,い,0,だれにしたってきにしない
53.771,53.971,い,-1,誰にしたって気にしない
53.971,54.138,さ,0,さいごのこうかいだからいきさきはえらびほうだい
53.971,54.138,後,-1,最後の航海だから行き先は選び放題
54.138,54.338,い,0,さいごのこうかいだからいきさきはえらびほうだい
54.138,54.338,後,-1,最後の航海だから行き先は選び放題
54.338,54.538,ご,0,さいごのこうかいだからいきさきはえらびほうだい
54.338,54.538,後,-1,最後の航海だから行き先は選び放題
54.538,54.738,の,0,さいごのこうかいだからいきさきはえらびほうだい
54.538,54.738,の,-1,最後の航海だから行き先は選び放題
54.738,54.905,こ,0,さいごのこうかいだからいきさきはえらびほうだい
54.738,54.905,航,-1,最後の航海だから行き先は選び放題
54.905,55.072,う,0,さいごのこうかいだからいきさきはえらびほうだい
54.905,55.072,航,-1,最後の航海だから行き先は選び放題
55.072,55.272,か,0,さいごのこうかいだからいきさきはえらびほうだい
55.072,55.272,海,-1,最後の航海だから行き先は選び放題
55.272,55.472,い,0,さいごのこうかいだからいきさきはえらびほうだい
55.272,55.472,海,-1,最後の航海だから行き先は選び放題
55.472,55.839,だ,0,さいごのこうかいだからいきさきはえらびほうだい
55.472,55.839,だ,-1,最後の航海だから行き先は選び放題
55.839,56.006,か,0,さいごのこうかいだからいきさきはえらびほうだい
55.839,56.006,か,-1,最後の航海だから行き先は選び放題
56.006,56.14,ら,0,さいごのこうかいだからいきさきはえらびほうだい
56.006,56.14,ら,-1,最後の航海だから行き先は選び放題
56.14,56.206,い,0,さいごのこうかいだからいきさきはえらびほうだい
56.14,56.206,行,-1,最後の航海だから行き先は選び放題
56.206,56.473,き,0,さいごのこうかいだからいきさきはえらびほうだい
56.206,56.473,き,-1,最後の航海だから行き先は選び放題
56.473,56.573,さ,0,さいごのこうかいだからいきさきはえらびほうだい
56.473,56.573,先,-1,最後の航海だから行き先は選び放題
56.573,56.807,き,0,さいごのこうかいだからいきさきはえらびほうだい
56.573,56.807,先,-1,最後の航海だから行き先は選び放題
56.807,56.907,は,0,さいごのこうかいだからいきさきはえらびほうだい
56.807,56.907,は,-1,最後の航海だから行き先は選び放題
56.907,56.974,え,0,さいごのこうかいだからいきさきはえらびほうだい
56.907,56.974,選,-1,最後の航海だから行き先は選び放題
56.974,57.207,ら,0,さいごのこうかいだからいきさきはえらびほうだい
56.974,57.207,選,-1,最後の航海だから行き先は選び放題
